item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,location_num,x,y,R,F,Monthly_Valuation,M,RFM_ID,Inventory_Tier,Z,ROP
ITM11826,Automotive,174,26,12,7,42.63,5.65,0.48,L86,A,32,2.9,148.19,1.81,5,0.79,670,13.43,0.96,2024-04-17,203.77,0.648,86,23.0,6.0,2,4,110678.5,4,244,Tier 1 (Critical),2.33,312.0
ITM11827,Apparel,200,54,3,9,22.44,2.32,1.0,L40,D,96,0.67,44.97,0.3,3,0.89,913,5.66,0.78,2024-03-27,260.55,0.719,40,89.0,41.0,1,2,43469.32,2,122,Tier 4 (Low Priority),1.28,205.0
ITM11828,Electronics,234,20,6,3,48.44,5.61,0.49,L6,D,148,1.32,166.33,1.16,2,0.88,253,13.59,0.5,2024-10-22,43.11,0.701,6,89.0,35.0,4,4,50558.65,2,442,Tier 3 (High Volume),1.65,155.0
ITM11829,Apparel,107,79,11,2,47.75,3.15,0.23,L29,A,11,1.55,51.02,0.99,9,0.95,605,9.2,0.28,2024-03-22,140.65,0.49,29,21.0,40.0,1,3,34982.75,2,132,Tier 4 (Low Priority),1.28,100.0
ITM11830,Groceries,275,32,14,7,38.89,3.25,0.46,L51,B,62,3.45,138.31,1.4,5,0.78,569,4.17,0.59,2024-09-07,22.02,0.49,51,41.0,24.0,3,1,92211.44,4,314,Tier 2 (High Value),1.96,279.0
ITM11831,Apparel,92,79,11,6,46.69,7.52,0.77,L77,D,148,2.61,106.23,1.25,5,0.87,441,11.56,0.6,2024-02-15,269.55,0.623,77,88.0,13.0,1,3,51448.44,2,132,Tier 4 (Low Priority),1.28,290.0
ITM11832,Apparel,438,47,6,8,35.65,0.78,0.86,L8,A,24,2.56,37.85,0.34,1,0.93,350,13.91,0.64,2024-03-07,52.59,0.845,8,23.0,35.0,1,4,18611.1,1,141,Tier 3 (High Volume),1.65,286.0
ITM11833,Apparel,198,11,11,7,44.88,4.12,0.51,L1,B,149,3.96,14.74,1.35,9,0.85,956,10.23,0.75,2024-11-10,243.57,0.541,1,49.0,43.0,4,3,25896.2,1,431,Tier 4 (Low Priority),1.28,319.0
ITM11834,Electronics,231,95,14,7,12.59,4.37,0.64,L27,C,131,2.56,186.84,1.26,8,0.95,554,3.82,0.41,2024-08-10,277.91,0.437,27,60.0,41.0,3,1,113659.40000000001,4,314,Tier 2 (High Value),1.96,97.0
ITM11835,Apparel,312,93,8,3,17.93,5.11,0.86,L39,B,132,2.07,33.88,1.11,3,0.74,914,2.2,0.2,2024-11-20,138.15,0.446,39,45.0,42.0,4,1,43247.90000000001,2,412,Tier 4 (Low Priority),1.28,60.0
ITM11836,Electronics,253,98,3,6,37.89,6.86,0.83,L28,A,173,4.83,143.94,0.86,3,0.92,202,4.21,0.85,2024-08-07,122.91,0.664,28,20.0,46.0,3,1,36578.94,2,312,Tier 4 (Low Priority),1.28,236.0
ITM11837,Pharma,484,88,12,7,21.8,4.01,0.69,L99,D,101,0.54,134.01,1.91,9,0.98,578,5.74,0.86,2024-07-25,184.03,0.474,99,85.0,16.0,3,2,105503.09999999999,4,324,Tier 2 (High Value),1.96,160.0
ITM11838,Groceries,258,81,8,3,42.03,2.52,0.83,L18,B,32,1.87,74.93,1.71,7,0.8,388,5.67,0.93,2024-08-07,224.7,0.511,18,41.0,45.0,3,2,43033.8,2,322,Tier 4 (Low Priority),1.28,129.0
ITM11839,Electronics,242,46,11,9,44.0,8.91,0.62,L98,B,164,3.24,45.22,1.21,2,0.81,798,7.98,0.98,2024-09-01,197.23,0.703,98,40.0,6.0,3,2,47455.67999999999,2,322,Tier 4 (Low Priority),1.28,407.0
ITM11840,Pharma,138,58,4,4,15.69,9.82,0.1,L33,B,97,4.02,43.88,0.11,9,0.73,561,8.07,0.33,2024-07-15,10.33,0.529,33,42.0,37.0,3,2,27327.300000000003,1,321,Tier 4 (Low Priority),1.28,75.0
ITM11841,Electronics,332,61,8,6,41.35,0.69,0.14,L38,D,151,4.17,121.21,0.92,6,0.89,384,7.6,0.48,2024-01-03,237.92,0.563,38,80.0,48.0,1,2,57309.119999999995,3,123,Tier 4 (Low Priority),1.28,249.0
ITM11842,Electronics,283,42,4,5,8.56,5.69,0.98,L42,D,108,0.71,113.92,1.43,6,0.87,558,5.81,0.88,2024-01-20,52.74,0.564,42,86.0,54.0,1,2,76104.24,3,123,Tier 4 (Low Priority),1.28,50.0
ITM11843,Groceries,226,31,6,2,17.38,3.75,0.23,L16,B,36,3.69,176.43,0.32,1,0.71,105,2.5,0.95,2024-09-30,140.41,0.713,16,42.0,38.0,3,1,21082.200000000004,1,311,Tier 4 (Low Priority),1.28,40.0
ITM11844,Automotive,114,14,10,5,26.38,3.13,0.46,L1,B,30,3.74,131.6,0.87,2,0.93,605,6.86,0.21,2024-04-12,91.88,0.592,1,48.0,53.0,2,2,84856.09999999999,3,223,Tier 4 (Low Priority),1.28,136.0
ITM11845,Automotive,392,27,9,8,12.1,3.69,0.94,L64,A,58,1.46,165.66,0.46,3,0.95,870,14.8,0.51,2024-07-10,279.09,0.783,64,24.0,17.0,3,4,150804.0,4,344,Tier 1 (Critical),2.33,105.0
ITM11846,Electronics,241,47,13,9,29.38,6.57,0.28,L96,D,53,1.01,16.16,0.74,1,0.97,802,10.15,0.29,2024-01-08,155.61,0.693,96,81.0,16.0,1,3,19120.54,1,131,Tier 4 (Low Priority),1.28,273.0
ITM11847,Apparel,385,46,14,6,29.36,2.31,0.86,L56,B,53,3.87,137.49,0.15,8,0.86,980,7.16,0.83,2024-06-13,161.43,0.658,56,48.0,11.0,2,2,140265.30000000002,4,224,Tier 2 (High Value),1.96,181.0
ITM11848,Pharma,295,73,11,7,11.14,9.17,0.84,L23,D,137,1.62,54.4,0.34,9,0.84,600,2.17,0.8,2024-09-28,32.08,0.543,23,80.0,50.0,3,1,36621.0,2,312,Tier 4 (Low Priority),1.28,90.0
ITM11849,Apparel,399,19,9,3,39.99,4.93,0.99,L17,D,179,0.51,58.04,0.96,5,0.96,179,3.99,0.8,2024-04-07,270.23,0.609,17,85.0,39.0,2,1,21971.65,1,211,Tier 4 (Low Priority),1.28,126.0
ITM11850,Apparel,250,88,3,8,31.95,3.59,0.35,L49,D,32,1.51,146.91,1.81,0,0.82,147,9.05,0.51,2024-01-10,79.32,0.606,49,85.0,41.0,1,3,35392.740000000005,2,132,Tier 4 (Low Priority),1.28,260.0
ITM11851,Electronics,328,51,4,6,16.57,7.77,0.38,L69,A,138,0.64,160.75,1.03,0,0.9,842,7.97,0.52,2024-12-12,130.05,0.687,69,27.0,23.0,4,2,146025.58000000002,4,424,Tier 2 (High Value),1.96,115.0
ITM11852,Electronics,138,57,8,2,12.38,0.66,0.91,L91,C,134,1.62,80.63,0.96,7,0.88,471,1.27,0.41,2024-01-03,295.74,0.439,91,60.0,10.0,1,1,42714.149999999994,2,112,Tier 4 (Low Priority),1.28,26.0
ITM11853,Electronics,287,53,9,6,44.06,4.6,0.31,L30,D,45,2.01,160.11,1.6,5,0.81,129,2.21,0.49,2024-11-16,43.03,0.429,30,87.0,54.0,4,1,34689.48,2,412,Tier 4 (Low Priority),1.28,270.0
ITM11854,Electronics,452,91,5,8,41.95,3.88,0.59,L65,D,64,1.72,94.31,0.61,9,0.73,337,5.98,0.99,2024-05-07,218.37,0.583,65,86.0,13.0,2,2,40633.71,2,222,Tier 4 (Low Priority),1.28,341.0
ITM11855,Automotive,292,96,11,3,12.26,3.71,0.74,L72,B,119,4.64,172.95,0.28,6,0.71,896,2.97,0.24,2024-04-25,85.44,0.482,72,45.0,16.0,2,1,161573.43999999997,4,214,Tier 2 (High Value),1.96,44.0
ITM11856,Electronics,83,25,9,5,2.74,3.7,0.34,L86,D,25,1.55,14.73,0.5,5,0.83,795,14.41,0.46,2024-12-21,131.74,0.7,86,89.0,22.0,4,4,14187.6,1,441,Tier 3 (High Volume),1.65,20.0
ITM11857,Automotive,317,63,8,4,40.42,0.8,0.94,L46,C,98,2.6,25.86,1.6,1,0.84,895,1.48,0.83,2024-06-25,131.28,0.574,46,60.0,46.0,2,1,40687.700000000004,2,212,Tier 4 (Low Priority),1.28,163.0
ITM11858,Automotive,369,44,8,5,31.16,1.95,0.7,L10,D,27,4.81,157.51,1.39,2,0.95,218,14.64,0.51,2024-06-08,280.35,0.708,10,84.0,44.0,2,4,50773.06,2,242,Tier 3 (High Volume),1.65,159.0
ITM11859,Electronics,432,37,3,3,5.94,1.85,0.14,L51,A,47,4.46,128.58,0.27,7,0.82,128,10.19,0.96,2024-03-07,13.01,0.725,51,28.0,21.0,1,3,20528.320000000003,1,131,Tier 4 (Low Priority),1.28,20.0
ITM11860,Groceries,422,11,7,8,29.78,9.89,0.22,L95,B,29,1.89,116.21,1.37,3,0.78,120,6.7,0.47,2024-02-22,116.49,0.542,95,46.0,21.0,1,2,31516.200000000004,2,122,Tier 4 (Low Priority),1.28,251.0
ITM11861,Pharma,30,22,12,3,23.16,0.71,0.27,L6,C,28,1.97,126.66,1.87,7,0.84,312,8.55,0.88,2024-07-15,257.2,0.531,6,61.0,51.0,3,3,41815.56,2,332,Tier 4 (Low Priority),1.28,70.0
ITM11862,Apparel,117,50,5,9,38.95,2.09,0.32,L56,A,22,3.17,186.74,0.19,2,0.77,761,6.74,0.85,2024-09-14,274.05,0.755,56,21.0,20.0,3,2,145188.41,4,324,Tier 2 (High Value),1.96,355.0
ITM11863,Automotive,453,89,9,2,11.25,9.75,0.76,L3,C,26,4.63,134.55,1.27,1,0.73,772,9.02,0.21,2024-10-28,100.28,0.561,3,65.0,42.0,4,3,124706.26000000001,4,434,Tier 1 (Critical),2.33,45.0
ITM11864,Pharma,90,68,12,6,23.2,6.47,0.18,L59,B,39,0.54,133.02,0.82,6,0.73,579,3.13,0.52,2024-06-05,80.17,0.49,59,41.0,12.0,2,1,79545.24,3,213,Tier 4 (Low Priority),1.28,147.0
ITM11865,Groceries,383,78,5,9,8.66,4.78,0.42,L10,D,52,2.27,154.3,1.05,0,0.8,834,2.68,0.42,2024-03-26,143.77,0.575,10,87.0,52.0,1,1,142643.88,4,114,Tier 2 (High Value),1.96,87.0
ITM11866,Apparel,77,62,7,6,47.92,1.25,0.92,L41,B,57,4.32,174.66,1.1,2,0.7,259,8.4,0.58,2024-02-03,226.29,0.618,41,40.0,39.0,1,3,48896.82,2,132,Tier 4 (Low Priority),1.28,289.0
ITM11867,Apparel,309,54,9,5,39.16,6.86,0.6,L74,B,52,2.35,59.76,1.56,1,0.77,166,2.0,0.57,2024-01-24,54.67,0.519,74,42.0,10.0,1,1,24771.46,1,111,Tier 4 (Low Priority),1.28,205.0
ITM11868,Automotive,270,29,5,8,37.1,1.81,0.34,L55,D,102,3.74,127.18,1.16,4,0.94,665,5.09,0.92,2024-06-01,237.5,0.644,55,87.0,5.0,2,2,96457.80000000002,4,224,Tier 2 (High Value),1.96,300.0
ITM11869,Electronics,295,33,12,4,34.82,6.88,0.96,L74,A,123,3.61,120.96,1.23,1,0.77,126,13.98,0.35,2024-05-28,158.68,0.667,74,21.0,10.0,2,4,26581.32,1,241,Tier 3 (High Volume),1.65,151.0
ITM11870,Groceries,69,70,4,4,21.74,9.8,0.32,L52,C,75,1.42,35.62,0.73,9,0.73,364,13.27,0.35,2024-08-21,50.83,0.54,52,65.0,17.0,3,4,14993.659999999998,1,341,Tier 3 (High Volume),1.65,103.0
ITM11871,Automotive,377,67,8,2,46.24,5.55,0.91,L91,A,128,2.52,108.86,0.34,4,0.98,60,12.64,0.29,2024-09-23,204.81,0.709,91,28.0,24.0,3,4,10528.2,1,341,Tier 3 (High Volume),1.65,102.0
ITM11872,Groceries,235,36,10,3,4.57,2.53,0.75,L82,D,62,3.05,23.21,1.4,2,0.89,942,8.1,0.79,2024-11-01,192.18,0.664,82,83.0,14.0,4,2,34606.92,2,422,Tier 4 (Low Priority),1.28,17.0
ITM11873,Electronics,413,35,6,2,40.36,6.44,0.77,L54,C,81,3.72,45.14,0.1,8,0.72,100,1.39,0.93,2024-09-25,190.49,0.579,54,61.0,19.0,3,1,6125.0,1,311,Tier 4 (Low Priority),1.28,89.0
ITM11874,Electronics,435,16,11,6,11.55,5.37,0.79,L38,D,87,4.2,183.46,0.72,9,0.72,56,2.7,0.49,2024-06-21,228.89,0.426,38,82.0,36.0,2,1,19904.96,1,211,Tier 4 (Low Priority),1.28,76.0
ITM11875,Automotive,71,51,14,7,16.88,5.56,0.56,L15,A,171,3.92,32.66,0.51,8,0.88,972,13.87,0.25,2024-08-10,62.55,0.6,15,28.0,50.0,3,4,36642.06,2,342,Tier 3 (High Volume),1.65,127.0
ITM11876,Electronics,290,56,14,7,26.45,5.04,0.83,L52,B,83,0.63,119.99,0.84,7,0.86,598,12.71,0.32,2024-12-17,212.27,0.581,52,42.0,12.0,4,4,79438.76000000001,3,443,Tier 1 (Critical),2.33,197.0
ITM11877,Pharma,103,62,10,7,39.35,6.9,0.85,L3,C,81,3.52,71.46,0.69,4,0.72,310,6.27,0.28,2024-03-09,267.32,0.535,3,64.0,39.0,1,2,25375.899999999998,1,121,Tier 4 (Low Priority),1.28,284.0
ITM11878,Apparel,406,68,9,3,42.09,5.93,0.42,L42,D,22,2.74,115.51,1.44,9,0.77,623,11.21,0.67,2024-06-24,163.79,0.513,42,88.0,43.0,2,3,91208.95,4,234,Tier 1 (Critical),2.33,140.0
ITM11879,Automotive,312,47,9,2,29.6,9.88,0.46,L22,C,68,3.08,54.64,0.59,6,0.98,561,12.96,0.43,2024-09-07,150.95,0.676,22,68.0,43.0,3,4,37903.32,2,342,Tier 3 (High Volume),1.65,76.0
ITM11880,Groceries,145,78,5,9,20.75,8.35,0.9,L80,C,41,2.18,94.43,1.17,1,0.87,249,9.68,0.92,2024-07-02,241.36,0.75,80,68.0,6.0,2,3,29145.390000000003,2,232,Tier 4 (Low Priority),1.28,197.0
ITM11881,Pharma,315,96,8,8,47.38,3.01,0.57,L59,A,92,3.71,174.79,0.97,2,0.83,379,12.95,0.33,2024-04-06,52.41,0.668,59,21.0,24.0,2,4,76818.0,3,243,Tier 1 (Critical),2.33,386.0
ITM11882,Automotive,91,62,7,5,13.08,7.39,0.88,L89,B,129,3.53,81.48,1.62,1,0.78,139,4.43,0.94,2024-03-25,108.85,0.621,89,47.0,24.0,1,1,16238.990000000002,1,111,Tier 4 (Low Priority),1.28,75.0
ITM11883,Electronics,315,24,3,6,40.35,2.54,0.66,L47,C,63,3.11,77.08,0.91,9,0.74,640,7.47,0.47,2024-07-25,257.6,0.471,47,69.0,54.0,3,2,59921.1,3,323,Tier 4 (Low Priority),1.28,245.0
ITM11884,Electronics,255,35,13,7,30.99,7.93,0.63,L12,A,11,4.38,94.76,1.74,0,0.82,104,9.11,0.89,2024-01-10,154.93,0.689,12,23.0,43.0,1,3,23621.56,1,131,Tier 4 (Low Priority),1.28,227.0
ITM11885,Electronics,75,57,5,8,19.47,1.9,0.13,L56,C,127,0.96,29.09,0.1,2,0.98,961,9.84,0.96,2024-04-26,253.73,0.869,56,65.0,20.0,2,3,29103.050000000003,2,232,Tier 4 (Low Priority),1.28,158.0
ITM11886,Electronics,426,28,14,4,1.07,5.0,0.35,L14,B,46,1.85,83.6,1.25,3,0.71,270,14.82,0.99,2024-04-24,83.04,0.753,14,42.0,53.0,2,4,39046.5,2,242,Tier 3 (High Volume),1.65,13.0
ITM11887,Groceries,379,18,3,9,22.88,8.01,0.55,L32,C,106,2.73,11.31,0.12,8,1.0,141,12.84,0.84,2024-03-08,122.98,0.767,32,64.0,50.0,1,4,3344.04,1,141,Tier 3 (High Volume),1.65,219.0
ITM11888,Pharma,414,73,6,2,14.56,3.16,0.63,L56,B,112,4.81,105.65,1.46,1,0.76,635,1.77,0.28,2024-04-18,248.85,0.466,56,48.0,5.0,2,1,88275.3,3,213,Tier 4 (Low Priority),1.28,33.0
ITM11889,Apparel,129,63,12,6,6.11,8.45,0.67,L76,A,123,0.82,171.11,0.55,8,0.82,105,3.37,0.24,2024-01-12,57.41,0.442,76,27.0,14.0,1,1,20181.15,1,111,Tier 4 (Low Priority),1.28,47.0
ITM11890,Groceries,211,60,5,6,4.68,6.62,0.74,L52,A,170,2.02,114.89,0.82,0,0.71,793,10.2,0.79,2024-10-28,269.49,0.754,52,29.0,6.0,4,3,97900.23000000001,4,434,Tier 1 (Critical),2.33,44.0
ITM11891,Groceries,411,48,13,4,18.03,4.28,0.69,L68,B,10,4.67,125.47,0.82,8,0.88,228,4.37,0.92,2024-09-15,99.86,0.576,68,40.0,18.0,3,1,39782.52,2,312,Tier 4 (Low Priority),1.28,78.0
ITM11892,Apparel,112,13,6,9,31.12,4.52,0.86,L11,B,137,4.54,15.81,1.71,5,0.85,991,3.23,0.33,2024-03-27,292.08,0.408,11,42.0,50.0,1,1,25912.45,1,111,Tier 4 (Low Priority),1.28,286.0
ITM11893,Apparel,369,12,11,4,42.04,9.3,0.37,L51,A,112,4.39,173.31,0.29,7,0.9,110,10.33,0.95,2024-03-04,250.04,0.739,51,29.0,15.0,1,3,22757.3,1,131,Tier 4 (Low Priority),1.28,180.0
ITM11894,Electronics,75,73,5,4,9.99,2.57,0.68,L40,B,165,1.89,83.15,1.37,2,0.86,921,8.51,0.69,2024-07-06,142.12,0.646,40,42.0,49.0,2,3,81404.34000000001,3,233,Tier 1 (Critical),2.33,46.0
ITM11895,Groceries,79,38,14,7,21.81,7.09,0.15,L96,B,154,4.31,195.22,1.96,7,0.82,166,12.27,0.3,2024-12-30,225.25,0.452,96,45.0,11.0,4,4,37767.18,2,442,Tier 3 (High Volume),1.65,164.0
ITM11896,Automotive,157,20,8,9,20.21,7.22,0.53,L44,D,66,2.77,32.89,0.14,8,0.92,639,5.47,0.33,2024-11-29,171.03,0.549,44,85.0,45.0,4,2,23446.14,1,421,Tier 4 (Low Priority),1.28,191.0
ITM11897,Apparel,58,67,8,7,26.16,9.26,0.34,L29,C,79,3.29,189.49,1.94,6,0.71,285,5.62,0.25,2024-01-20,257.44,0.353,29,60.0,38.0,1,2,58317.9,3,123,Tier 4 (Low Priority),1.28,195.0
ITM11898,Apparel,47,84,9,2,40.67,7.28,0.44,L43,A,53,1.57,130.52,0.13,3,0.86,82,3.11,0.31,2024-07-11,160.25,0.602,43,26.0,36.0,3,1,11014.68,1,311,Tier 4 (Low Priority),1.28,91.0
ITM11899,Pharma,68,36,11,4,28.13,6.05,0.42,L100,A,150,3.68,19.94,1.7,5,0.73,616,10.13,0.79,2024-11-23,296.52,0.569,100,25.0,14.0,4,3,18017.920000000002,1,431,Tier 4 (Low Priority),1.28,120.0
ITM11900,Automotive,439,30,14,5,42.49,9.07,0.15,L22,D,85,1.97,194.62,1.93,5,0.83,292,10.92,0.38,2024-05-10,48.72,0.495,22,87.0,39.0,2,3,82822.38,3,233,Tier 1 (Critical),2.33,234.0
ITM11901,Automotive,144,48,9,6,26.41,8.38,0.52,L10,B,167,2.05,12.64,1.99,1,0.94,835,2.94,0.65,2024-09-30,206.18,0.538,10,48.0,39.0,3,1,20862.949999999997,1,311,Tier 4 (Low Priority),1.28,169.0
ITM11902,Apparel,32,55,3,9,30.59,7.31,1.0,L66,B,94,3.37,148.83,0.97,1,0.74,957,4.56,0.78,2024-11-15,81.24,0.648,66,44.0,5.0,4,1,146586.6,4,414,Tier 2 (High Value),1.96,290.0
ITM11903,Electronics,499,75,10,4,22.43,0.81,0.37,L82,B,75,1.58,179.01,1.75,4,0.98,123,3.16,0.92,2024-01-25,65.46,0.567,82,42.0,15.0,1,1,48410.07,2,112,Tier 4 (Low Priority),1.28,91.0
ITM11904,Pharma,55,45,7,9,41.33,4.05,0.76,L15,A,62,1.51,43.4,0.33,0,0.97,70,11.47,0.67,2024-10-31,128.39,0.848,15,24.0,50.0,4,3,3688.2,1,431,Tier 4 (Low Priority),1.28,377.0
ITM11905,Automotive,120,84,11,6,46.27,6.5,0.59,L68,D,27,2.16,75.24,0.91,4,0.82,914,3.93,0.66,2024-01-25,116.56,0.577,68,88.0,16.0,1,1,74019.6,3,113,Tier 4 (Low Priority),1.28,286.0
ITM11906,Apparel,301,91,12,3,32.32,5.46,0.39,L66,C,37,4.0,116.63,0.69,9,0.7,762,3.13,0.93,2024-12-04,23.44,0.519,66,65.0,8.0,4,1,98150.76,4,414,Tier 2 (High Value),1.96,108.0
ITM11907,Automotive,105,74,14,8,41.22,3.53,0.18,L25,D,141,1.51,139.16,0.85,2,0.94,203,1.98,0.44,2024-02-25,134.04,0.577,25,89.0,48.0,1,1,31233.51,2,112,Tier 4 (Low Priority),1.28,334.0
ITM11908,Pharma,23,72,7,3,3.89,1.87,0.29,L100,A,51,4.04,175.66,1.43,2,0.96,303,12.64,0.36,2024-11-30,286.06,0.65,100,29.0,15.0,4,4,55435.799999999996,3,443,Tier 1 (Critical),2.33,16.0
ITM11909,Pharma,242,44,7,4,45.4,5.75,0.8,L45,C,135,3.63,154.6,0.27,7,0.75,256,2.74,0.9,2024-01-11,145.39,0.6,45,69.0,36.0,1,1,42467.079999999994,2,112,Tier 4 (Low Priority),1.28,189.0
ITM11910,Groceries,357,40,14,6,10.26,3.22,0.35,L45,B,126,3.56,79.03,2.0,2,0.97,198,1.42,0.26,2024-01-25,97.53,0.425,45,42.0,45.0,1,1,37772.82,2,112,Tier 4 (Low Priority),1.28,66.0
ITM11911,Apparel,467,37,14,8,13.57,2.71,0.23,L94,D,143,2.64,166.13,1.31,2,0.97,967,1.9,0.35,2024-12-19,285.23,0.518,94,82.0,24.0,4,1,181553.69,4,414,Tier 2 (High Value),1.96,114.0
ITM11912,Pharma,185,10,4,3,3.61,4.29,0.4,L83,D,111,3.86,193.55,1.76,0,0.84,744,6.14,0.53,2024-02-29,156.66,0.58,83,85.0,16.0,1,2,156641.04,4,124,Tier 2 (High Value),1.96,19.0
ITM11913,Groceries,402,34,14,4,48.3,7.96,0.63,L19,A,146,0.56,53.13,1.68,7,0.94,351,9.35,0.49,2024-08-01,93.26,0.503,19,29.0,49.0,3,3,39105.990000000005,2,332,Tier 4 (Low Priority),1.28,203.0
ITM11914,Groceries,363,52,13,6,42.75,5.13,0.73,L31,D,157,1.88,24.08,1.56,9,0.83,346,6.57,0.76,2024-08-15,237.07,0.47,31,89.0,43.0,3,2,25970.559999999998,1,321,Tier 4 (Low Priority),1.28,263.0
ITM11915,Automotive,402,93,5,4,45.75,2.56,0.45,L14,C,47,3.56,91.06,0.17,9,0.87,540,7.38,0.27,2024-07-13,74.85,0.529,14,60.0,47.0,3,2,53145.0,2,322,Tier 4 (Low Priority),1.28,186.0
ITM11916,Automotive,395,76,12,7,42.51,1.61,0.55,L19,D,59,4.94,177.47,1.08,5,0.8,822,13.87,0.58,2024-03-04,81.85,0.653,19,85.0,44.0,1,4,162739.02,4,144,Tier 1 (Critical),2.33,301.0
ITM11917,Groceries,490,72,11,6,24.5,5.24,0.51,L33,A,69,0.51,38.56,0.72,7,0.75,93,11.62,0.85,2024-10-07,104.06,0.663,33,20.0,45.0,3,3,14217.51,1,331,Tier 4 (Low Priority),1.28,154.0
ITM11918,Automotive,297,60,9,3,46.28,8.05,0.11,L26,D,150,2.79,178.3,0.31,2,0.92,193,5.77,0.75,2024-05-09,124.48,0.74,26,86.0,53.0,2,2,37712.47,2,222,Tier 4 (Low Priority),1.28,149.0
ITM11919,Pharma,149,11,3,4,48.5,6.7,0.46,L23,C,128,4.66,198.52,0.75,5,0.7,293,3.16,0.71,2024-08-30,179.03,0.549,23,66.0,43.0,3,1,62884.24,3,313,Tier 4 (Low Priority),1.28,203.0
ITM11920,Electronics,50,91,5,9,25.63,2.71,0.63,L78,C,108,4.39,20.26,1.33,1,0.87,468,11.49,0.39,2024-12-25,159.43,0.652,78,64.0,6.0,4,3,13531.2,1,431,Tier 4 (Low Priority),1.28,234.0
ITM11921,Pharma,394,73,14,3,9.61,4.65,0.61,L20,A,103,0.6,104.1,0.54,2,0.96,566,9.03,0.51,2024-03-19,225.68,0.72,20,21.0,48.0,1,3,65643.0,3,133,Tier 1 (Critical),2.33,40.0
ITM11922,Groceries,30,83,4,4,33.27,8.62,0.77,L98,B,179,2.88,72.49,0.94,3,0.77,111,14.47,0.34,2024-04-15,217.98,0.661,98,45.0,24.0,2,4,9212.07,1,241,Tier 3 (High Volume),1.65,147.0
ITM11923,Groceries,495,78,3,9,48.8,2.19,0.7,L98,A,77,0.52,84.8,0.87,8,0.8,907,13.72,0.61,2024-12-21,23.21,0.618,98,23.0,21.0,4,4,90304.73999999999,4,444,Tier 1 (Critical),2.33,444.0
ITM11924,Pharma,321,18,11,9,43.74,5.55,0.35,L84,B,162,4.05,95.81,0.2,3,0.88,587,8.89,0.67,2024-12-17,48.83,0.749,84,41.0,6.0,4,3,60543.82,3,433,Tier 1 (Critical),2.33,407.0
ITM11925,Automotive,115,11,10,2,43.23,3.88,0.33,L10,C,168,1.89,150.54,1.29,6,0.77,366,1.98,0.7,2024-11-18,72.41,0.471,10,63.0,54.0,4,1,60239.88,3,413,Tier 4 (Low Priority),1.28,91.0
ITM11926,Automotive,209,43,7,9,46.76,1.68,0.52,L23,D,149,3.95,122.35,1.28,7,0.95,484,1.43,0.9,2024-01-05,183.32,0.521,23,82.0,47.0,1,1,69154.8,3,113,Tier 4 (Low Priority),1.28,423.0
ITM11927,Groceries,472,69,13,3,44.8,0.97,0.76,L99,D,73,4.75,192.63,1.94,4,0.81,886,12.73,0.25,2024-06-03,269.63,0.508,99,87.0,11.0,2,4,202349.08,4,244,Tier 1 (Critical),2.33,137.0
ITM11928,Apparel,211,70,14,3,39.04,5.78,0.18,L81,C,88,4.89,73.23,0.67,1,0.87,745,10.77,0.51,2024-08-03,104.22,0.733,81,67.0,7.0,3,3,62440.50000000001,3,333,Tier 1 (Critical),2.33,131.0
ITM11929,Automotive,285,40,4,5,36.2,0.7,0.95,L64,A,62,4.52,112.89,0.9,7,0.77,867,8.84,0.67,2024-12-04,289.49,0.576,64,25.0,21.0,4,3,109489.47,4,434,Tier 1 (Critical),2.33,183.0
ITM11930,Pharma,443,19,3,8,13.97,1.48,0.59,L60,D,35,1.42,164.53,0.87,4,0.71,430,10.64,0.66,2024-02-21,60.13,0.649,60,84.0,22.0,1,3,82920.8,3,133,Tier 1 (Critical),2.33,115.0
ITM11931,Automotive,147,85,9,7,31.45,3.8,0.38,L97,A,147,1.38,80.88,1.85,4,0.75,85,8.56,0.22,2024-12-05,278.17,0.443,97,20.0,7.0,4,3,15150.599999999999,1,431,Tier 4 (Low Priority),1.28,225.0
ITM11932,Pharma,257,45,13,3,26.55,0.91,0.72,L73,D,149,3.32,98.41,0.88,6,0.71,969,9.1,0.35,2024-09-23,242.29,0.525,73,80.0,9.0,3,3,105361.17,4,334,Tier 1 (Critical),2.33,82.0
ITM11933,Groceries,427,94,13,6,43.24,4.3,0.14,L98,B,159,2.95,140.15,0.94,5,0.84,591,4.16,0.88,2024-05-18,122.82,0.605,98,49.0,6.0,2,1,96613.5,4,214,Tier 2 (High Value),1.96,268.0
ITM11934,Automotive,374,58,4,8,25.09,1.74,0.54,L75,D,30,0.54,173.54,0.58,2,0.88,630,7.38,0.61,2024-11-14,69.83,0.698,75,80.0,15.0,4,2,116178.0,4,424,Tier 2 (High Value),1.96,204.0
